Asset Id,DOI,Title,Asset Type,Asset Published Year,wendy's note
9924333087201921,10.1016/j.pacfin.2023.102029,Earnings announcement premium and return volatility : is it consistent with risk-return trade-off?,Journal article,2023,
9924336687501921,,Alternating Coefficients of Powers of Polynomials Proposal,Journal article,2023,
9924340178501921,,史诗性和马兆： 用卢卡奇理论强解电影《流浪地球 2》,Journal article,2023,
9924340178701921,,《远游和溯源：荷尔德林的诗歌地理》,Journal article,2023,
9924340181201921,,漫谈马克思主义的历史剧难题（下）——从郭沫若历史剧谈起,Journal article,2023,
9924340274401921,,"""Child Labor Redux: Why Now? What to Do?""",Journal article,2023,
9924340282301921,,Two Pioneers of Nativist Ink Painting in Taiwan: Yuan Chin-Taa  and Hung Ken-Shen,Journal article,2023,
9924346377001921,,Addressing the Unique and Diverse Needs of Heritage Learners through Technology,Journal article,2023,
9924372850901921,,Symposium: Options for Egalitarian Marriage within Halakhah,Journal article,2023,
9924393184601921,10.48550/arxiv.2210.05717,FIVE LECTURES ON CLUSTER THEORY,Journal article,2023,
9924432713201921,10.1093/oso/9780198811374.003.0004,The Puzzling Talmud,Journal article,2023,
9924440765601921,,Loans from Attic Temples to the State,Journal article,2023,
9924463902801921,,Mozart’s Jewish librettist: a brief history of a poorly kept secret,Journal article,2023,
9924481565601921,,Mind the Gap: Mitigating the Distribution Gap in Graph Few-shot Learning,Journal article,2023,
9924096598401921,,"""T’filat"" HaAdam and the maturation of Israeli reform",Journal article,2022,
9924100502601921,,The Mediator as the Eye of the Storm: Active Perception of Emotions through the Nonverbal,Journal article,2022,
9924115979101921,10.1068/a130339,What is public safety?,Journal article,2022,
9924144218901921,10.1017/s1557466022031606,"""Dwelling on my Falling"": Yukiyo Kawano's Nuclear Vision",Journal article,2022,
9924144220801921,,"When Launching a Collaboration, Keep It Agile",Journal article,2022,
9924150853301921,,"Jewish Involvement in Local Kehilot, the Sejm, and Municipalities in Interwar Poland",Journal article,2022,
9924152156301921,,Discovering the Formation of Sound: First-grade students explore sound through a variety of makeshift instruments,Journal article,2022,
9924152159501921,,Interpreting Logical Metonymy through Dense Paraphrasing,Journal article,2022,
9924158182501921,,Breaking Down The Silos: Integrating Jewish And General History,Journal article,2022,
9924167487601921,,Exploring Self-Efficacy in the Classroom with a Chaos Theory of Careers Curriculum,Journal article,2022,
9924167579901921,,"The Problem of Sovereignty, Religious Metaphysics, Violence, and the Continued Justification of Caste: A Cross-Fertilization of Bataille’s Theory of Religion (1972) and Ambedkar’s “Krishna and His Gita”",Journal article,2022,
9924178285401921,,Adapting Derrida's Critique of the Death Penalty to Dismantle Societal White Supremacy,Journal article,2022,
9924184966701921,10.2979/jims.7.1.10,Third Annual Islamic Philosophy Conference,Journal article,2022,
9924188587501921,,Psychometric Performance of the SF-6D Quality of Life Measure in an Outpatient Population with Bipolar Disorder,Journal article,2022,
9924193487301921,,"Heidegger’s Fourfold in ""The Thing"" and the Quadruplicity in Hegel’s Science of Logic",Journal article,2022,
9924193487401921,,Between Heidegger’s 1936 Lecture on Schelling and Schelling’s 1809 Treatise on the Essence of Human Freedom Lies a Secret Hegel,Journal article,2022,
9924200587001921,,Should the Western Concept of the University Change?,Journal article,2022,
9924200587101921,,Derrida's Jewish Question,Journal article,2022,
9924206284501921,,"Shepherds, Fathers, and Ships: Ancient Greek Leadership Metaphors and Some Consequences,",Journal article,2022,
9924206987701921,,"War, Ukraine, and American Theatre: A Call to Action",Journal article,2022,
9924209579101921,,¿Qué tan antiguas son las piedras grabadas en el Museo de la Casa del Mendrugo en Puebla?,Journal article,2022,
9924209583901921,,Issledovanie Apokalipsisa arkhimandrita Feodora (Bukhareva): bibleiskaia germenevtika i tserkovnaia politika v Rossii serediny XIX v,Journal article,2022,
9924211286301921,,马克思主义的历史剧难题·上篇,Journal article,2022,
9924211286601921,,《郭沫若研究的“自我批判”》,Journal article,2022,
9924211286701921,,宇宙写真——从《女神》中的歌德神话到郭沫若早期作品的镜像构造,Journal article,2022,
9924211286801921,,《从歌德遗产到“时代精神” ——文化政治中的郭沫若、冯至和卢卡奇》,Journal article,2022,
9924211286901921,,《葛兰西与中国左翼：重新评价一场错过的相遇》,Journal article,2022,
9924211287001921,,"On Some Encounters with the Soviet Humans: Revolutionary Travel Writing, Modern Chinese Writers, and World Literature",Journal article,2022,
9924211587601921,,El Don Juan tardío: Valle-Inclán más allá del principio del placer,Journal article,2022,
9924214387501921,,Chofetz Chaim–Yavneh Day School Merger Attempt (1959–1968),Journal article,2022,
9924215863101921,,"Helen Levinthal: an opportunity for ""T’shuvah"" and justice at HUC-JIR",Journal article,2022,
9924224852701921,,A Stochastic Variational Inequality Approach to the Nash Equilibrium Model of a Manufacturer-Supplier Game under Uncertainty,Journal article,2022,
9924269907601921,,Reevaluating the role of American Jewry during the Holocaust,Journal article,2022,
9924298677501921,10.1515/jpme.1997.25.1.9,OBITUARIES,Journal article,2022,
9924301087501921,,Jewish Political Life in Poland on the Eve of the Second World War,Journal article,2022,
9924316175201921,,My Narratology.: An Interview with Susan S. Lanser,Journal article,2022,
9924316184101921,10.3389/fcell.2022.867374,The Amazing Evolutionary Complexity of Eukaryotic Tubulins: Lessons from,Journal article,2022,
9924316187401921,,"Dietary Carbohydrate as Glycemic Load, Not Fat, Coupled with",Journal article,2022,
9924316586001921,10.1039/d1gc04479f,Sustainable electrochemical C(sp,Journal article,2022,
9924316687501921,,Visible-light-driven CQDs/TiO,Journal article,2022,
9924037138701921,10.2139/ssrn.3867034,Measuring price selection in microdata: it's not there,Journal article,2021,
9924037153901921,,Economic implications of RCEP for the EU and Japan,Journal article,2021,
9924050363301921,10.1177/00027162211022712,Legacies of racial violence: clarifying and addressing the presence of the past,Journal article,2021,
9924050697001921,,The Movement and the Middle East: How the Arab-Israeli Conflict Divided the American Left,Journal article,2021,
9924055487101921,,Putting All Three Components of Digital Transformation to Work on Campus,Journal article,2021,
9924061224301921,10.2139/ssrn.3675361,Regulation and dishonest behavior: how controlling regulatory mechanisms prompt dishonesty in tax consulting,Journal article,2021,
9924067477001921,10.1002/cmdc.202000924,A Quick Route to Multiple Highly Potent SARS-CoV-2 Main Protease Inhibitors,Journal article,2021,
9924081025301921,,DISAGGREGATING THE POLICING FUNCTION,Journal article,2021,
9924082870601921,,The promise of self-sufficient production,Journal article,2021,
9924086770701921,10.1038/s41436-020-00952-7,A randomized controlled trial of an online health tool about Down syndrome,Journal article,2021,
9924086900201921,,The Only Arrangement Acceptable to Serious-Minded Modern Jews,Journal article,2021,
9924089746301921,10.13109/wdor.2021.51.2.125,The Hymn to Marduk (Ludlul bēl nēmeqi I 1-42) Reconsidered,Journal article,2021,
9924097299101921,,Building back to leave no one behind: disability-inclusive COVID-19 response and recovery in Africa,Journal article,2021,
9924103304701921,,"La puissance de joie en médiation, ou la composition des rapports",Journal article,2021,
9924103455701921,10.3917/polam.035.0015,Small Donors in US Elections,Journal article,2021,
9924103490201921,,Alt-Signaling: Fascistic Communication and the Power of Subterranean Style,Journal article,2021,
9924105304601921,,Tel Dor (northeast): preliminary report / Dor Golan and Alexandra Ratzlaff,Journal article,2021,
9924111011401921,,"Teaching Mass Movements in the PRC, with Special Reference to Mao’s Great Leap Forward Campaign, 1958-1962",Journal article,2021,
9924111114901921,,Challenge your Notions of Photography and Landscape with Two Exhibitions Exploring Decades of Process and Ideology,Journal article,2021,
9924111417201921,10.64628/aai.d5mvexu4j,What the policing response to the KKK in the 1960s can teach about dismantling white supremacist groups today,Journal article,2021,
9924111715701921,,"Workplace Bullying: Nature, Consequences, and Recommended Policies",Journal article,2021,
9924112416601921,10.2307/2393553,In Perspective,Journal article,2021,
9924115091201921,10.12987/9780300195125-001,Lawrence Langer: An Introduction,Journal article,2021,
9924115489201921,,Alien Orientations and Disruptions in William Alexander’s Ambassador (2014).,Journal article,2021,
9924131525901921,10.2139/ssrn.3677532,An Innovative Approach to Movement Lawyering:: An Immigrant Rights Case Study,Journal article,2021,
9924140709801921,,A cross-sectional study determining the predictors of enrollment in Ghana's national health insurance scheme,Journal article,2021,
9924141120701921,,Shimon Ballas: Exile by Choice,Journal article,2021,
9924141121101921,,A Translator Against his Will: Samir Naqqash as a Multilingual writer in an Age of National Partitions (in Hebrew),Journal article,2021,
9924143224301921,,On Luigi Cazzaniga's film 9/11: What I Saw,Journal article,2021,
9924144001101921,,The Pandemic and the Distribution of Choice,Journal article,2021,
9924144025201921,10.1016/j.diin.2005.04.001,The Joys of Complexity,Journal article,2021,
9924144117301921,,A Documentary Milestone: evisiting Black Theatre: The Making of a Movement,Journal article,2021,
9924144210501921,,ML-In-Databases: Assessment and Prognosis,Journal article,2021,
9924144214001921,,"Paul Celan, Ossip Mandelstam und der Segen von Babel",Journal article,2021,
9924144216501921,,When Was Sex Ever Good? A Black Feminist Provocation,Journal article,2021,
9924144216601921,10.3102/00346543074002171,Becoming Women of Color,Journal article,2021,
9924144218801921,,Transforming domestic angels in Seejarim's 'The Mundane and the Magical',Journal article,2021,
9924146066701921,,文明再造和自我意识的远游,Journal article,2021,
9924148768401921,,The Texas Archeological Society: An Analysis of Current Demographics and Diachronic BTAS Authorship (1929–2019),Journal article,2021,
9924149269001921,,Chaucer,Journal article,2021,
9924150830201921,10.1159/000362720,Falling,Journal article,2021,
9924150867401921,10.1039/d0sm02192j,Static adhesion hysteresis in elastic structures,Journal article,2021,
9924150868501921,10.1073/pnas.2102873118,Active liquid crystals powered by force-sensing DNA-motor clusters,Journal article,2021,
9924150978301921,10.2979/transition.130.1.14,Sixteen-Nineteen and the Myth of Return,Journal article,2021,
9924151038801921,,"Measurement-induced purification in large-<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">N</mml:math> hybrid Brownian circuits",Journal article,2021,
9924151769001921,,Lay People's Advocacy and Resistance in Talmudic Adjudication Narratives,Journal article,2021,
9924154069201921,10.48550/arxiv.2110.15682,Overview of ADoBo 2021: Automatic Detection of Unassimilated Borrowings in the Spanish Press,Journal article,2021,
9924158187301921,,A Documentary Milestone: Revisiting Black Theatre: The Making of a Movement,Journal article,2021,
9924159296501921,,"Intermittences. Memory, Justice & the Poetics of the Visible in Uruguay. Ana Forcinito (2018). Pittsburgh, Pittsburgh University Press, 258 pp",Journal article,2021,
9924159779201921,,Julian (the Apos)Tweets,Journal article,2021,
9924159784101921,10.1080/19424396.2021.12222780,Organizational Health Literacy in Oral Health: A Multilevel Perspective,Journal article,2021,
9924159785701921,,The Future of U.S. Security Force Assistance,Journal article,2021,
9924167577901921,,The best and worst of times: The paradox of social media and Ethiopian politics,Journal article,2021,
9924167579801921,,"Reading Derrida’s “Abraham, the Other” to Deconstruct the Philosophical Roots of Anti-Semitism",Journal article,2021,
9924179504201921,10.1162/afar_a_00584,"""Where Shall We Place Our Hope?"": COVID-19 and the Imperiled National Body in South Africa's ""Lockdown Collection""",Journal article,2021,
9924182883801921,,"Franz Liszt on Beethoven, Mendelssohn, Meyerbeer, and Donizetti",Journal article,2021,
9924209583501921,,"American Catholic Press:  Religious NEP, Repression and Laicization (1925-1939)",Journal article,2021,
9924217283401921,,How should we treat Sephardic studies as a research discipline?,Journal article,2021,
9924217286301921,,A story that starts with a hyphen [סיפור שמתחיל במקף],Journal article,2021,
9924270487601921,10.1073/pnas.2016708118,Machine learning active-nematic hydrodynamics,Journal article,2021,
9924270687601921,10.1101/gr.265157.120,A mosquito small RNA genomics resource reveals dynamic evolution and host responses to viruses and transposons,Journal article,2021,
9924292795301921,10.1177/002200277301700302,Daylight Saving,Journal article,2021,
9924301087401921,,ODPOWIEDZI NA ANKIETĘ - ANTONY POLONSKY,Journal article,2021,
9924315804401921,10.48550/arxiv.0704.3731,Catalan's intervals and realizers of triangulations,Journal article,2021,
9924316383701921,,"Correction to:An autosomal dominant neurological disorder caused by de novo variants in FAR1 resulting in uncontrolled synthesis of ether lipids (Genetics in Medicine, (2021), 23, 4, (740-750), 10.1038/s41436-020-01027-3)",Journal article,2021,
9924316487401921,10.1038/s41436-021-01216-8,Heterozygous loss-of-function variants significantly expand the phenotypes associated with loss of GDF11,Journal article,2021,
9924316585401921,10.1021/acs.orglett.1c00726,Synthesis of Mannosidase-Stable Man,Journal article,2021,
9924316686701921,10.1163/9789004421912_006,Maqlû III 1-30: Internal analysis and manuscript evidence for the revision of an incantation,Journal article,2021,
9924316987401921,,MOUNTING INCENTIVES FOR NORTHEAST ASIAN ECONOMIC INTEGRATION,Journal article,2021,
9924318687501921,10.1001/jamanetworkopen.2021.10936,Effect of Community Health Workers on 30-Day Hospital Readmissions in an Accountable Care Organization Population,Journal article,2021,
9924320786101921,,First measurement of the cross section for top quark pair production with additional charm jets using dileptonic final states in pp collisions at √s=13TeV,Journal article,2021,
9924324784301921,,Constraints on the initial state of PbPb collisions via measurements of Z boson yields and azimuthal anisotropy at √sNN= 5.02 TeV,Journal article,2021,
9924347886101921,,An Arretine Pottery Fragment with Potter’s Stamp Recovered from Vescovado di Murlo (Provincia di Siena),Journal article,2021,
9923906570001921,10.1080/2005615x.2015.1048607,Family History Curriculum.,Journal article,2020,
9923970133701921,10.1038/s41586-019-1913-9,Patterns of somatic structural variation in human cancer genomes,Journal article,2020,
9924014261501921,,Responding to the Legal Needs of Parents with Psychiatric Disabilities: Insights from Parent Interviews,Journal article,2020,
9924014401801921,,The Americans with Disabilities Act and Termination of Parental Rights Cases: An Examination of Appellate Decisions Involving Disabled Mothers,Journal article,2020,
9924027285101921,10.1353/jqr.2020.0024,“A Remote Right to Entry”: Defining Boundaries in the Early Years of the Jewish Quarterly Review,Journal article,2020,
9924028422601921,10.1086/mar202024108,The adaption and fusion of Near Eastern treaty and law in legal narrative of the Hebrew Bible,Journal article,2020,
9924032282301921,,TOP 10 IT ISSUES 2020: The Drive to Digital Transformation Begins,Journal article,2020,
9924050513601921,,"B ījāni, Retas and Zēr Napšāti: The ""Seeds of Creatures"" in the Indic Flood Myth",Journal article,2020,
9924050696001921,,"Sowing the Seeds of Uncertainty: The Transmutation of the Mesopotamian Flood Myth in India, Iran, and the Classical World",Journal article,2020,
9924055487301921,,"Area D-West: The 2005, 2008, 2009, and 2011 seasons",Journal article,2020,
9924066198501921,,The URX oxygen-sensing neurons in C. elegan s are ciliated,Journal article,2020,
9924081024701921,,THE PLAGUE OF EXCESSIVE FORCE: Working Together to Find a Cure,Journal article,2020,
9924081025601921,,Policing's Information Problem,Journal article,2020,
9924081025701921,,The evolving role of geoscientists,Journal article,2020,
9924082986001921,,Terminating the parental rights of mothers with disabilities: An empirical legal analysis.,Journal article,2020,
