openAlex_id,doi,title,publication_year,asset_id,has_assetId
https://openalex.org/W2788363011,https://doi.org/10.1140/epjc/s10052-018-6288-9,Performance of missing transverse momentum reconstruction with the ATLAS detector using proton–proton collisions at $$\sqrt{s}=13~\hbox {TeV}$$ s = 13 TeV,2018,,False
https://openalex.org/W3005218670,https://doi.org/10.1038/s41588-019-0562-0,Pan-cancer analysis of whole genomes identifies driver rearrangements promoted by LINE-1 retrotransposition,2020,9923970128101921,True
https://openalex.org/W1905823147,https://doi.org/10.1201/9780429496639-2,Asset Pricing Under Endogenous Expectations in an Artificial Stock Market,2018,9924036741601921,True
https://openalex.org/W3004859565,https://doi.org/10.1038/s41586-020-1965-x,"Analyses of non-coding somatic drivers in 2,658 cancer whole genomes",2020,9923970127201921,True
https://openalex.org/W2978022936,https://doi.org/10.1016/j.neuron.2019.08.031,Cortical Circuit Dynamics Are Homeostatically Tuned to Criticality In Vivo,2019,9923906480301921,True
https://openalex.org/W4290725204,https://doi.org/10.1146/annurev-financial-111620-014802,The Pricing and Ownership of US Green Bonds,2022,9924174992201921,True
https://openalex.org/W2888394177,https://doi.org/10.1088/1361-6633/aadc3c,The physics of jamming for granular materials: a review,2018,9924117869601921,True
https://openalex.org/W2993180841,https://doi.org/10.1088/1748-0221/15/04/p04003,ATLAS data quality operations and performance for 2015–2018 data-taking,2020,,False
https://openalex.org/W2801364746,https://doi.org/10.1126/science.aar1968,Asymmetric distribution and spatial switching of dynein activity generates ciliary motility,2018,9924012910901921,True
https://openalex.org/W3035914962,https://doi.org/10.1038/s41586-020-2395-5,A neurotransmitter produced by gut bacteria modulates host sensory behaviour,2020,9923958200001921,True
https://openalex.org/W2901764824,https://doi.org/10.1016/j.psyneuen.2018.11.035,Associations between symptoms of depression and anxiety and cortisol responses to and recovery from acute stress,2018,,False
https://openalex.org/W3041529689,https://doi.org/10.1088/1748-0221/15/09/p09015,Performance of the ATLAS muon triggers in Run 2,2020,,False
https://openalex.org/W3093734695,https://doi.org/10.1140/epjc/s10052-021-09402-3,Jet energy scale and resolution measured in proton–proton collisions at $$\sqrt{s}=13$$ TeV with the ATLAS detector,2021,9924159274201921,True
https://openalex.org/W2810448772,https://doi.org/10.1172/jci120874,High-accuracy determination of internal circadian time from a single blood sample,2018,9924103476901921,True
https://openalex.org/W2888209032,https://doi.org/10.1126/science.aau1504,Severing enzymes amplify microtubule arrays through lattice GTP-tubulin incorporation,2018,,False
https://openalex.org/W2798361195,https://doi.org/10.1093/mnras/sty2711,Dark Energy Survey Year 1 results: weak lensing mass calibration of redMaPPer galaxy clusters,2018,,False
https://openalex.org/W3127383144,https://doi.org/10.1073/pnas.2017548118,Changing personality traits with the help of a digital personality change intervention,2021,,False
https://openalex.org/W2788834208,https://doi.org/10.1103/physrevd.98.052005,"Measurements of Higgs boson properties in the diphoton decay channel with <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mn>36</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:msup><mml:mrow><mml:mi>fb</mml:mi></mml:mrow><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math> of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:mrow></mml:math> collision data at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> with the ATLAS detector",2018,,False
https://openalex.org/W2949033096,https://doi.org/10.1038/d41586-019-01720-7,Make scientific data FAIR,2019,9924083169601921,True
https://openalex.org/W2823865577,https://doi.org/10.1021/jacs.8b04641,Enzymatic Assemblies Disrupt the Membrane and Target Endoplasmic Reticulum for Selective Cancer Cell Death,2018,,False
https://openalex.org/W4285044823,https://doi.org/10.1103/physrevlett.131.041002,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2023,9924282682801921,True
https://openalex.org/W2980192413,https://doi.org/10.1093/mnras/staa828,STRIDES: a 3.9 per cent measurement of the Hubble constant from the strong lens system DES J0408−5354,2020,,False
https://openalex.org/W2758578528,https://doi.org/10.1007/jhep01(2018)055,Search for additional heavy neutral Higgs and gauge bosons in the ditau final state produced in 36 fb−1 of pp collisions at s = 13 $$ \sqrt{s}=13 $$ TeV with the ATLAS detector,2018,,False
https://openalex.org/W2900307608,https://doi.org/10.1093/mnras/stz978,First cosmological results using Type Ia supernovae from the Dark Energy Survey: measurement of the Hubble constant,2019,,False
https://openalex.org/W4281654519,https://doi.org/10.1001/jamanetworkopen.2022.15276,Outcomes Following Taxation of Sugar-Sweetened Beverages,2022,,False
https://openalex.org/W3130508446,https://doi.org/10.1177/0021886321991597,Revisiting Relational Coordination: A Systematic Review,2021,9924084957501921,True
https://openalex.org/W2790625403,https://doi.org/10.1145/3211954.3211957,Deep Reinforcement Learning for Join Order Enumeration,2018,9924086575501921,True
https://openalex.org/W2901159435,https://doi.org/10.1080/15298868.2018.1436587,The forest and the trees: Examining the association of self-compassion and its positive and negative components with psychological functioning,2018,,False
https://openalex.org/W3000631101,https://doi.org/10.1038/s41586-019-1885-9,In vitro characterization of the human segmentation clock,2020,9923958384501921,True
https://openalex.org/W2759167659,https://doi.org/10.1073/pnas.1716855115,CRISPR/Cas9 cleavages in budding yeast reveal templated insertions and strand-specific insertion/deletion profiles,2018,9923970780901921,True
https://openalex.org/W3088599610,https://doi.org/10.1016/j.respol.2021.104215,Patent Quality: Towards a Systematic Framework for Analysis and Measurement,2021,9923988246501921,True
https://openalex.org/W3207937903,https://doi.org/10.1162/tacl_a_00416,MasakhaNER: Named Entity Recognition for African Languages,2021,9924143425901921,True
https://openalex.org/W3008149695,https://doi.org/10.1038/s41586-020-2050-1,Lipid availability determines fate of skeletal progenitor cells via SOX9,2020,9924012911801921,True
https://openalex.org/W2904171702,https://doi.org/10.1007/jhep04(2019)098,Study of the rare decays of B0 s and B0 mesons into muon pairs using data collected during 2015 and 2016 with the ATLAS detector,2019,,False
https://openalex.org/W3010671326,https://doi.org/10.1103/physrevlett.125.051801,"Search for Heavy Higgs Bosons Decaying into Two Tau Leptons with the ATLAS Detector Using <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> Collisions at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math>",2020,,False
https://openalex.org/W3054859303,https://doi.org/10.1021/acs.chemrev.0c00306,Enzymatic Noncovalent Synthesis,2020,,False
https://openalex.org/W2919357248,https://doi.org/10.1140/epjc/s10052-019-7140-6,Electron reconstruction and identification in the ATLAS experiment using the 2015 and 2016 LHC proton–proton collision data at $$\sqrt{s} = 13$$ $$\text {TeV}$$,2019,,False
https://openalex.org/W3034998636,https://doi.org/10.1016/j.cell.2020.05.019,CBASS Immunity Uses CARF-Related Effectors to Sense 3′–5′- and 2′–5′-Linked Cyclic Oligonucleotide Signals and Protect Bacteria from Phage Infection,2020,,False
https://openalex.org/W2942276193,https://doi.org/10.1016/j.celrep.2019.03.098,Modular Architecture of the STING C-Terminal Tail Allows Interferon and NF-κB Signaling Adaptation,2019,9924103574601921,True
https://openalex.org/W2995425743,https://doi.org/10.1103/physrevd.101.052005,"Searches for electroweak production of supersymmetric particles with compressed mass spectra in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collisions with the ATLAS detector",2020,,False
https://openalex.org/W3016326755,https://doi.org/10.1021/jacs.0c00374,Arylazopyrazoles for Long-Term Thermal Energy Storage and Optically Triggered Heat Release below 0 °C,2020,9923994690201921,True
https://openalex.org/W3024069191,https://doi.org/10.1073/pnas.2010318117,Nonreciprocity as a generic route to traveling states,2020,9924086870701921,True
https://openalex.org/W2982510093,https://doi.org/10.1016/j.neuron.2019.09.012,Dynamics of Awake Hippocampal-Prefrontal Replay for Spatial Learning and Memory-Guided Decision Making,2019,9923957845301921,True
https://openalex.org/W2944129427,https://doi.org/10.5465/annals.2016.0108,Being Your True Self at Work: Integrating the Fragmented Research on Authenticity in Organizations,2019,9924036457801921,True
https://openalex.org/W3010259520,https://doi.org/10.1126/science.aaz4547,Topological structure and dynamics of three-dimensional active nematics,2020,9923958155501921,True
https://openalex.org/W2942807326,https://doi.org/10.1103/physrevlett.122.231801,Combination of Searches for Invisible Higgs Boson Decays with the ATLAS Experiment,2019,,False
https://openalex.org/W2783496111,https://doi.org/10.1021/jacs.7b11582,Enzymatic Cleavage of Branched Peptides for Targeting Mitochondria,2018,,False
https://openalex.org/W3165361785,https://doi.org/10.1016/j.apsb.2021.05.020,In vivo delivery of CRISPR-Cas9 therapeutics: Progress and challenges,2021,,False
https://openalex.org/W2893895622,https://doi.org/10.1016/j.neuron.2018.09.002,A Circadian Output Circuit Controls Sleep-Wake Arousal in Drosophila,2018,9923974387201921,True
https://openalex.org/W3201180061,https://doi.org/10.1017/s0003055421001027,This One’s for the Boys: How Gendered Political Socialization Limits Girls’ Political Ambition and Interest,2021,9924111017101921,True
https://openalex.org/W2795665878,https://doi.org/10.1093/geroni/igy007,When Adults Don’t Exercise: Behavioral Strategies to Increase Physical Activity in Sedentary Middle-Aged and Older Adults,2018,9923958229501921,True
https://openalex.org/W2805122960,https://doi.org/10.1257/pol.20180612,Heat and Learning,2020,9923958437301921,True
https://openalex.org/W3139189563,https://doi.org/10.1146/annurev-neuro-092920-121538,"Ion Channel Degeneracy, Variability, and Covariation in Neuron and Circuit Resilience",2021,9923970127101921,True
https://openalex.org/W2974431928,https://doi.org/10.1038/s41593-019-0483-3,A repeated molecular architecture across thalamic pathways,2019,9923974372901921,True
https://openalex.org/W2994610150,https://doi.org/10.3847/1538-4357/ab846a,Milky Way Satellite Census. II. Galaxy–Halo Connection Constraints Including the Impact of the Large Magellanic Cloud,2020,,False
https://openalex.org/W3012151639,https://doi.org/10.1146/annurev-biochem-011520-104722,Checkpoint Responses to DNA Double-Strand Breaks,2020,9923970126201921,True
https://openalex.org/W3106395629,https://doi.org/10.1126/science.abd3623,How directed evolution reshapes the energy landscape in an enzyme to boost catalysis,2020,9923970787301921,True
https://openalex.org/W2790208792,https://doi.org/10.1140/epjc/s10052-018-6423-7,Search for electroweak production of supersymmetric particles in final states with two or three leptons at $$\sqrt{s}=13\hbox {TeV}$$ s = 13 TeV with the ATLAS detector,2018,,False
https://openalex.org/W2801622522,https://doi.org/10.1007/jhep10(2018)047,Angular analysis of B0 d → K∗μ+μ− decays in pp collisions at $$ \sqrt{s}=8 $$ TeV with the ATLAS detector,2018,,False
https://openalex.org/W2766083011,https://doi.org/10.1140/epjc/s10052-018-5661-z,"Search for doubly charged Higgs boson production in multi-lepton final states with the ATLAS detector using proton–proton collisions at $$\sqrt{s}=13\,\text {TeV}$$ s = 13 TeV",2018,,False
https://openalex.org/W2892804058,https://doi.org/10.1111/phib.12133,Intending is Believing: A Defense of Strong Cognitivism,2018,9924086492501921,True
https://openalex.org/W2980361038,https://doi.org/10.1007/s11920-019-1097-x,Eating Disorder Diagnoses and Symptom Presentation in Transgender Youth: a Scoping Review,2019,9924086516901921,True
https://openalex.org/W2802144855,https://doi.org/10.1038/nbt.4137,Multiplexed precision genome editing with trackable genomic barcodes in yeast,2018,9923970770801921,True
https://openalex.org/W3012394087,https://doi.org/10.1016/j.mtadv.2020.100058,Solid-state photoswitching molecules: structural design for isomerization in condensed phase,2020,9924086403201921,True
https://openalex.org/W3168906023,https://doi.org/10.1038/s41563-021-01020-4,Programmable icosahedral shell system for virus trapping,2021,9924117862901921,True
https://openalex.org/W2896422558,https://doi.org/10.1038/s41467-018-06935-2,Improved methods for marking active neuron populations,2018,9923906479901921,True
https://openalex.org/W2794658688,https://doi.org/10.1111/corg.12239,State ownership reinvented? Explaining performance differences between state‐owned and private firms,2018,9924036872101921,True
https://openalex.org/W4281568005,https://doi.org/10.1038/s41592-022-01487-2,Best practice standards for circular RNA research,2022,9924149256601921,True
https://openalex.org/W3118816856,https://doi.org/10.7554/elife.63056,A transcriptomic taxonomy of Drosophila circadian neurons around the clock,2021,9923973868101921,True
https://openalex.org/W3198500187,https://doi.org/10.3389/frph.2021.684207,Explaining the Black-White Disparity in Preterm Birth: A Consensus Statement From a Multi-Disciplinary Scientific Work Group Convened by the March of Dimes,2021,9924050514601921,True
https://openalex.org/W2896765176,https://doi.org/10.1073/pnas.1816733116,Self-organized dynamics and the transition to turbulence of confined active nematics,2019,9924086601301921,True
https://openalex.org/W2789384355,https://doi.org/10.1093/mnras/sty2309,Rapidly evolving transients in the Dark Energy Survey,2018,,False
https://openalex.org/W2982180992,https://doi.org/10.1007/jhep03(2020)145,Search for new resonances in mass distributions of jet pairs using 139 fb−1 of pp collisions at $$ \sqrt{\mathrm{s}} $$ = 13 TeV with the ATLAS detector,2020,,False
https://openalex.org/W2887469692,https://doi.org/10.1103/physrevlett.121.211801,"Combination of the Searches for Pair-Produced Vectorlike Partners of the Third-Generation Quarks at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> with the ATLAS Detector",2018,,False
https://openalex.org/W3108555074,https://doi.org/10.1016/j.ajem.2020.11.037,Characterizing pediatric emergency department visits during the COVID-19 pandemic,2020,,False
https://openalex.org/W2772060706,https://doi.org/10.1103/physrevd.97.112001,"Search for squarks and gluinos in final states with jets and missing transverse momentum using <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mn>36</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:msup><mml:mrow><mml:mi>fb</mml:mi></mml:mrow><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math> of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collision data with the ATLAS detector",2018,,False
https://openalex.org/W4321593910,https://doi.org/10.1145/3543507.3583206,Multi-Modal Self-Supervised Learning for Recommendation,2023,9924204482401921,True
https://openalex.org/W2970654342,https://doi.org/10.1111/psyp.13468,Having your cake and eating it too: Flexibility and power with mass univariate statistics for ERP data,2019,,False
https://openalex.org/W2964235985,https://doi.org/10.1016/j.chempr.2019.06.020,Enzyme-Instructed Peptide Assemblies Selectively Inhibit Bone Tumors,2019,,False
https://openalex.org/W2606291854,https://doi.org/10.1103/physreva.97.042105,Quasiprobability behind the out-of-time-ordered correlator,2018,,False
https://openalex.org/W2773253616,https://doi.org/10.1007/jhep06(2018)022,Search for long-lived charginos based on a disappearing-track signature in pp collisions at $$ \sqrt{s}=13 $$ TeV with the ATLAS detector,2018,,False
https://openalex.org/W2937836868,https://doi.org/10.1126/science.aau8287,Complex signal processing in synthetic gene circuits using cooperative regulatory assemblies,2019,9924086303801921,True
https://openalex.org/W2793464565,https://doi.org/10.1126/science.aap9437,The biosynthesis of methanobactin,2018,9924086402801921,True
https://openalex.org/W2884470693,https://doi.org/10.1017/s1355617718000425,Change in Cognitive Performance From Midlife Into Old Age: Findings from the Midlife in the United States (MIDUS) Study,2018,9923958254301921,True
https://openalex.org/W2784233825,https://doi.org/10.1038/s41593-017-0061-5,Dentate network activity is necessary for spatial working memory by supporting CA3 sharp-wave ripple generation and prospective firing of CA3 neurons,2018,,False
https://openalex.org/W3108923915,https://doi.org/10.1016/j.jwb.2020.101160,State capitalism in international context: Varieties and variations,2020,9924037153801921,True
https://openalex.org/W2896422633,https://doi.org/10.1093/mnras/stz1949,Methods for cluster cosmology and application to the SDSS in preparation for DES Year 1 release,2019,,False
https://openalex.org/W2937218227,https://doi.org/10.1103/physrevlett.123.052001,"Observation of Light-by-Light Scattering in Ultraperipheral <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>Pb</mml:mi><mml:mo>+</mml:mo><mml:mi>Pb</mml:mi></mml:mrow></mml:math> Collisions with the ATLAS Detector",2019,,False
https://openalex.org/W2778147072,https://doi.org/10.1103/physrevd.97.072003,Evidence for the associated production of the Higgs boson and a top quark pair with the ATLAS detector,2018,,False
https://openalex.org/W3202790587,https://doi.org/10.1103/physrevlett.127.140601,Measurement-Induced Phase Transition in the Monitored Sachdev-Ye-Kitaev Model,2021,9924158183501921,True
https://openalex.org/W2945529787,https://doi.org/10.1002/anie.201814552,Assemblies of Peptides in a Complex Environment and their Applications,2019,9924537533501921,True
https://openalex.org/W2936753402,https://doi.org/10.1021/jacs.9b02789,Polymer Infiltration into Metal–Organic Frameworks in Mixed-Matrix Membranes Detected in Situ by NMR,2019,9924086753101921,True
https://openalex.org/W2904807792,https://doi.org/10.1016/j.jmoneco.2019.10.001,The propagation of monetary policy shocks in a heterogeneous production economy,2019,9924037128501921,True
https://openalex.org/W4214843102,https://doi.org/10.1038/s43586-022-00095-w,Machine learning in scanning transmission electron microscopy,2022,9924143025501921,True
https://openalex.org/W2751446368,https://doi.org/10.1038/s41467-018-03562-9,Rescue of conformational dynamics in enzyme catalysis by directed evolution,2018,9923970785101921,True
https://openalex.org/W2901441218,https://doi.org/10.1177/2167702618810518,Pubertal Timing as a Transdiagnostic Risk for Psychopathology in Youth,2018,9924127123601921,True
https://openalex.org/W4232899299,https://doi.org/10.15252/emmm.201911942,A Parkinson's disease Circ <scp>RNA</scp> s Resource reveals a link between circ <scp>SLC</scp> 8A1 and oxidative stress,2020,9924086676301921,True
https://openalex.org/W2949804182,https://doi.org/10.1007/jhep10(2019)265,Search for heavy neutral leptons in decays of W bosons produced in 13 TeV pp collisions using prompt and displaced signatures with the ATLAS detector,2019,9924117863801921,True
https://openalex.org/W3130274530,https://doi.org/10.1145/3442381.3450112,Few-Shot Graph Learning for Molecular Property Prediction,2021,9924085952301921,True
https://openalex.org/W3134510878,https://doi.org/10.1093/genetics/iyab004,Chemosensory signal transduction in<i>Caenorhabditis elegans</i>,2021,9923973873201921,True
https://openalex.org/W4230897592,https://doi.org/10.1080/01621459.2021.1920957,An Exact and Robust Conformal Inference Method for Counterfactual and Synthetic Controls,2021,9924115789201921,True
https://openalex.org/W3043993410,https://doi.org/10.15252/emmm.202013551,A Parkinson’s disease CircRNAs Resource reveals a link between circSLC8A1 and oxidative stress,2020,,False
https://openalex.org/W2794623165,https://doi.org/10.1002/bies.201700229,DNA Repair: The Search for Homology,2018,9923970779901921,True
https://openalex.org/W2892463505,https://doi.org/10.1007/jhep09(2018)139,Search for charged Higgs bosons decaying via H± → τ±ντ in the τ+jets and τ+lepton final states with 36 fb−1 of pp collision data recorded at $$ \sqrt{s}=13 $$ TeV with the ATLAS experiment,2018,,False
https://openalex.org/W2803475077,https://doi.org/10.7554/elife.33953,Discovery and characterization of a prevalent human gut bacterial enzyme sufficient for the inactivation of a family of plant toxins,2018,9923989192801921,True
https://openalex.org/W2952438722,https://doi.org/10.1371/journal.pbio.2003805,Serial representation of items during working memory maintenance at letter-selective cortical sites,2018,,False
https://openalex.org/W2943264169,https://doi.org/10.1534/genetics.118.300241,"How <i>Caenorhabditis elegans</i> Senses Mechanical Stress, Temperature, and Other Physical Stimuli",2019,9923973879301921,True
https://openalex.org/W2760905592,https://doi.org/10.1103/physrevd.97.052012,"Search for long-lived, massive particles in events with displaced vertices and missing transverse momentum in <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:math> collisions with the ATLAS detector",2018,,False
https://openalex.org/W2784203006,https://doi.org/10.1103/physrevd.97.052010,"Search for electroweak production of supersymmetric states in scenarios with compressed mass spectra at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> with the ATLAS detector",2018,,False
https://openalex.org/W2898440791,https://doi.org/10.1038/s41467-018-06814-w,Mechanism of activating mutations and allosteric drug inhibition of the phosphatase SHP2,2018,9923970143801921,True
https://openalex.org/W2800357991,https://doi.org/10.1007/jhep08(2018)089,Measurements of b-jet tagging efficiency with the ATLAS detector using $$ t\overline{t} $$ events at $$ \sqrt{s}=13 $$ TeV,2018,,False
https://openalex.org/W2795846157,https://doi.org/10.1007/jhep02(2019)145,Subsystem complexity and holography,2019,9924086662201921,True
